hour,avg_latency_ms,packet_loss_pct,num_probes
14,539.0987040526721,10.666666666666668,75
15,100.01521715390155,13.33333333333333,60
17,67.34493130693076,13.38028169014085,568
18,66.30131866267645,13.33333333333333,780
