timestamp,mode,round_id,service_name,hostname,url,tags,probe_type,success,latency_ms,latency_p95_ms,jitter_ms,packet_loss_pct,status_code,error_kind,error_message,details
2026-01-06T20:25:17.735454+00:00,service_health,2026-01-06T20:25:16.593988+00:00,discord.com,discord.com,https://discord.com,service_health,service_health,True,98.87270908802748,,,,200,healthy,,"{""dns"":{""dns_ms"":16.12208317965269,""error"":null,""error_kind"":""ok"",""hostname"":""discord.com"",""ip"":""162.159.128.233"",""ok"":true},""http"":{""bytes"":159045,""error"":null,""error_kind"":""ok"",""http_ms"":98.87270908802748,""ok"":true,""redirects"":0,""status_class"":""2xx"",""status_code"":200,""url"":""https://discord.com""},""ping"":{""elapsed_ms"":1023.7518330104649,""error"":null,""error_kind"":""ok"",""jitter_ms"":2.5780000000000003,""latencies_ms"":[4.66,7.238],""latency_avg_ms"":5.949,""latency_max_ms"":7.238,""latency_min_ms"":4.66,""latency_p95_ms"":4.66,""packet_loss_pct"":0.0,""received"":2,""sent"":2,""target"":""discord.com""},""state"":""healthy""}"
2026-01-06T20:25:19.237448+00:00,service_health,2026-01-06T20:25:17.871467+00:00,youtube.com,youtube.com,https://youtube.com,service_health,service_health,True,343.3944582939148,,,,200,healthy,,"{""dns"":{""dns_ms"":3.591042011976242,""error"":null,""error_kind"":""ok"",""hostname"":""youtube.com"",""ip"":""216.58.204.142"",""ok"":true},""http"":{""bytes"":693704,""error"":null,""error_kind"":""ok"",""http_ms"":343.3944582939148,""ok"":true,""redirects"":1,""status_class"":""2xx"",""status_code"":200,""url"":""https://youtube.com""},""ping"":{""elapsed_ms"":1013.6626251041889,""error"":null,""error_kind"":""ok"",""jitter_ms"":0.5070000000000001,""latencies_ms"":[4.25,3.743],""latency_avg_ms"":3.9965,""latency_max_ms"":4.25,""latency_min_ms"":3.743,""latency_p95_ms"":3.743,""packet_loss_pct"":0.0,""received"":2,""sent"":2,""target"":""youtube.com""},""state"":""healthy""}"
