timestamp,round_id,service_name,hostname,url,tags,probe_type,success,latency_ms,latency_p95_ms,jitter_ms,packet_loss_pct,status_code,error_kind,error_message,details
2025-12-18T14:34:14.220546+00:00,2025-12-18T14:33:43.717406+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",dns,True,19.233643999541528,,,,,ok,,ip=151.101.67.42
2025-12-18T14:34:14.667094+00:00,2025-12-18T14:33:43.717406+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",http,True,444.9583559999155,,,,200,ok,,status_class=2xx;bytes=160733;redirects=0
2025-12-18T14:34:14.987190+00:00,2025-12-18T14:33:43.717406+00:00,github,github.com,https://github.com/,dev,ping,True,106.62801033322467,105.33832299915957,4.468072000236134,0.0,,ok,,min=102.80478200002108;max=111.74092600049335;samples=111.74;105.34;102.80
2025-12-18T14:34:15.005959+00:00,2025-12-18T14:33:43.717406+00:00,github,github.com,https://github.com/,dev,dns,True,18.649288000233355,,,,,ok,,ip=140.82.121.4
2025-12-18T14:34:15.470077+00:00,2025-12-18T14:33:43.717406+00:00,github,github.com,https://github.com/,dev,http,True,461.2053520013433,,,,200,ok,,status_class=2xx;bytes=562265;redirects=0
2025-12-18T14:34:15.641797+00:00,2025-12-18T14:33:43.717406+00:00,stack_overflow,stackoverflow.com,https://stackoverflow.com/,dev,ping,True,57.1494536670798,54.532439000468,9.7923350003839,0.0,,ok,,min=53.238245000102324;max=63.677677000669064;samples=53.24;63.68;54.53
2025-12-18T14:34:15.683209+00:00,2025-12-18T14:33:43.717406+00:00,stack_overflow,stackoverflow.com,https://stackoverflow.com/,dev,dns,True,41.27683500155399,,,,,ok,,ip=198.252.206.1
2025-12-18T14:34:16.284822+00:00,2025-12-18T14:33:43.717406+00:00,stack_overflow,stackoverflow.com,https://stackoverflow.com/,dev,http,True,599.6583520009153,,,,200,ok,,status_class=2xx;bytes=424336;redirects=1
2025-12-18T14:34:16.396352+00:00,2025-12-18T14:33:43.717406+00:00,x_com,x.com,https://x.com/,"social,flaky_candidate",ping,True,37.110965667428296,36.2506140008918,3.187779499057797,0.0,,ok,,min=34.35336200163874;max=40.72892099975434;samples=40.73;36.25;34.35
2025-12-18T14:34:16.437958+00:00,2025-12-18T14:33:43.717406+00:00,x_com,x.com,https://x.com/,"social,flaky_candidate",dns,True,41.51258800084179,,,,,ok,,ip=172.66.0.227
2025-12-18T14:34:17.040555+00:00,2025-12-18T14:33:43.717406+00:00,x_com,x.com,https://x.com/,"social,flaky_candidate",http,True,600.8522680003807,,,,200,ok,,status_class=2xx;bytes=228317;redirects=0
2025-12-18T14:34:57.954955+00:00,2025-12-18T14:33:43.717406+00:00,discord,discord.com,https://discord.com/,"social,region_sensitive,firewall_test",ping,False,,,,100.0,,ping_dns_failure,ping: discord.com: Temporary failure in name resolution,min=None;max=None;samples=
2025-12-18T14:35:08.824807+00:00,2025-12-18T14:33:43.717406+00:00,discord,discord.com,https://discord.com/,"social,region_sensitive,firewall_test",dns,False,10009.40650099983,,,,,dns_temp_failure,[Errno -3] Temporary failure in name resolution,
2025-12-18T14:35:18.840888+00:00,2025-12-18T14:33:43.717406+00:00,discord,discord.com,https://discord.com/,"social,region_sensitive,firewall_test",http,False,10015.7495200001,,,,,http_dns_error,"HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -3] Temporary failure in name resolution)""))",
2025-12-18T14:35:19.075313+00:00,2025-12-18T14:33:43.717406+00:00,instagram,www.instagram.com,https://www.instagram.com/,social,ping,True,78.02877799986163,72.28615399981209,16.936156498559285,0.0,,ok,,min=66.73800700082211;max=95.0621729989507;samples=95.06;66.74;72.29
2025-12-18T14:35:19.116973+00:00,2025-12-18T14:33:43.717406+00:00,instagram,www.instagram.com,https://www.instagram.com/,social,dns,True,41.57566499998211,,,,,ok,,ip=185.60.218.174
2025-12-18T14:35:19.733445+00:00,2025-12-18T14:33:43.717406+00:00,instagram,www.instagram.com,https://www.instagram.com/,social,http,True,615.1710770009231,,,,200,ok,,status_class=2xx;bytes=773039;redirects=0
2025-12-18T14:35:19.977495+00:00,2025-12-18T14:33:43.717406+00:00,tiktok,www.tiktok.com,https://www.tiktok.com/,"social,region_sensitive",ping,True,81.30794899989269,80.00519800043548,5.441543999950227,0.0,,ok,,min=77.68025299992587;max=86.23839599931671;samples=86.24;77.68;80.01
2025-12-18T14:35:20.015146+00:00,2025-12-18T14:33:43.717406+00:00,tiktok,www.tiktok.com,https://www.tiktok.com/,"social,region_sensitive",dns,True,37.5573949986574,,,,,ok,,ip=2.16.16.147
2025-12-18T14:35:20.342743+00:00,2025-12-18T14:33:43.717406+00:00,tiktok,www.tiktok.com,https://www.tiktok.com/,"social,region_sensitive",http,True,326.13755100101116,,,,200,ok,,status_class=2xx;bytes=1155;redirects=0
2025-12-18T14:35:56.253502+00:00,2025-12-18T14:35:51.226336+00:00,gateway,192.168.240.1,http://192.168.240.1/,"gateway,wifi_path,baseline",ping,False,,,,100.0,,ping_unknown_error,ping exited with code 1,min=None;max=None;samples=
2025-12-18T14:35:56.595162+00:00,2025-12-18T14:35:51.226336+00:00,google,www.google.com,https://www.google.com/generate_204,"baseline,public_web",ping,True,68.29253479991166,81.78464000047825,27.056152000113798,0.0,,ok,,min=41.07926500000758;max=108.5984979999921;samples=108.60;68.55;41.08;41.45;81.78
2025-12-18T14:35:56.612848+00:00,2025-12-18T14:35:51.226336+00:00,google,www.google.com,https://www.google.com/generate_204,"baseline,public_web",dns,True,17.551345999891055,,,,,ok,,ip=142.251.38.228
2025-12-18T14:35:56.803331+00:00,2025-12-18T14:35:51.226336+00:00,google,www.google.com,https://www.google.com/generate_204,"baseline,public_web",http,True,188.83252700106823,,,,204,ok,,status_class=2xx;bytes=0;redirects=0
2025-12-18T14:35:56.885214+00:00,2025-12-18T14:35:51.226336+00:00,cloudflare,1.1.1.1,https://1.1.1.1/,"baseline,public_dns",ping,True,16.321903999778442,16.46123099999386,1.681789999565808,0.0,,ok,,min=15.188752999165445;max=19.400680999751785;samples=19.40;15.20;15.36;16.46;15.19
2025-12-18T14:35:57.150471+00:00,2025-12-18T14:35:51.226336+00:00,cloudflare,1.1.1.1,https://1.1.1.1/,"baseline,public_dns",http,True,261.69476099858,,,,200,ok,,status_class=2xx;bytes=56614;redirects=1
2025-12-18T14:35:57.356207+00:00,2025-12-18T14:35:51.226336+00:00,bocconi_www,www.unibocconi.it,https://www.unibocconi.it/en/,"bocconi,university",ping,True,68.49152133327152,64.67235200034338,13.359603998651437,0.0,,ok,,min=57.041502001084154;max=83.76070999838703;samples=83.76;64.67;57.04
2025-12-18T14:35:57.395933+00:00,2025-12-18T14:35:51.226336+00:00,bocconi_www,www.unibocconi.it,https://www.unibocconi.it/en/,"bocconi,university",dns,True,39.575034999870695,,,,,ok,,ip=108.157.52.71
2025-12-18T14:35:57.780020+00:00,2025-12-18T14:35:51.226336+00:00,bocconi_www,www.unibocconi.it,https://www.unibocconi.it/en/,"bocconi,university",http,True,380.9346559992264,,,,200,ok,,status_class=2xx;bytes=227182;redirects=1
2025-12-18T14:35:58.175135+00:00,2025-12-18T14:35:51.226336+00:00,zoom,zoom.us,https://zoom.us/,video_call,ping,True,131.61633133313444,124.79381399862177,11.957303000599495,0.0,,ok,,min=123.07028699979128;max=146.98489300099027;samples=123.07;124.79;146.98
2025-12-18T14:35:58.213786+00:00,2025-12-18T14:35:51.226336+00:00,zoom,zoom.us,https://zoom.us/,video_call,dns,True,38.545154999155784,,,,,ok,,ip=170.114.52.2
2025-12-18T14:35:58.957776+00:00,2025-12-18T14:35:51.226336+00:00,zoom,zoom.us,https://zoom.us/,video_call,http,True,740.9006220004812,,,,200,ok,,status_class=2xx;bytes=473628;redirects=1
2025-12-18T14:35:59.094440+00:00,2025-12-18T14:35:51.226336+00:00,teams,teams.microsoft.com,https://teams.microsoft.com/,video_call,ping,True,45.499375666622655,41.264621999289375,9.186196500195365,0.0,,ok,,min=38.43055600009393;max=56.80294900048466;samples=38.43;41.26;56.80
2025-12-18T14:35:59.115720+00:00,2025-12-18T14:35:51.226336+00:00,teams,teams.microsoft.com,https://teams.microsoft.com/,video_call,dns,True,21.157794999453472,,,,,ok,,ip=52.123.129.14
2025-12-18T14:35:59.559574+00:00,2025-12-18T14:35:51.226336+00:00,teams,teams.microsoft.com,https://teams.microsoft.com/,video_call,http,True,443.54492200000095,,,,200,ok,,status_class=2xx;bytes=231138;redirects=3
2025-12-18T14:35:59.750487+00:00,2025-12-18T14:35:51.226336+00:00,meet,meet.google.com,https://meet.google.com/,video_call,ping,True,63.559041333671,63.41566499941109,3.4780810010488494,0.0,,ok,,min=61.38369700056501;max=65.8777620010369;samples=61.38;65.88;63.42
2025-12-18T14:35:59.771823+00:00,2025-12-18T14:35:51.226336+00:00,meet,meet.google.com,https://meet.google.com/,video_call,dns,True,21.182500999202603,,,,,ok,,ip=142.250.187.110
2025-12-18T14:36:00.048517+00:00,2025-12-18T14:35:51.226336+00:00,meet,meet.google.com,https://meet.google.com/,video_call,http,True,275.1661670008616,,,,200,ok,,status_class=2xx;bytes=4157;redirects=0
2025-12-18T14:36:02.245580+00:00,2025-12-18T14:35:51.226336+00:00,youtube,www.youtube.com,https://www.youtube.com/,"streaming,video",ping,True,732.2924493334236,1066.5992790000018,522.1500984998784,0.0,,ok,,min=42.98893600025622;max=1087.289133000013;samples=42.99;1066.60;1087.29
2025-12-18T14:36:02.292746+00:00,2025-12-18T14:35:51.226336+00:00,youtube,www.youtube.com,https://www.youtube.com/,"streaming,video",dns,True,47.041210000315914,,,,,ok,,ip=216.58.214.142
2025-12-18T14:36:02.790965+00:00,2025-12-18T14:35:51.226336+00:00,youtube,www.youtube.com,https://www.youtube.com/,"streaming,video",http,True,496.47971899867116,,,,200,ok,,status_class=2xx;bytes=687388;redirects=0
2025-12-18T14:36:02.810939+00:00,2025-12-18T14:35:51.226336+00:00,netflix,www.netflix.com,https://www.netflix.com/,"streaming,video",dns,True,19.791693999650306,,,,,ok,,ip=54.155.178.5
2025-12-18T14:36:04.156194+00:00,2025-12-18T14:35:51.226336+00:00,netflix,www.netflix.com,https://www.netflix.com/,"streaming,video",http,True,1343.325335999907,,,,200,ok,,status_class=2xx;bytes=3070141;redirects=1
2025-12-18T14:36:04.390729+00:00,2025-12-18T14:35:51.226336+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",ping,True,78.11675800015412,77.90540200039686,12.406241999087797,0.0,,ok,,min=70.05728600051953;max=86.38758599954599;samples=70.06;86.39;77.91
2025-12-18T14:36:04.413430+00:00,2025-12-18T14:35:51.226336+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",dns,True,22.58326099945407,,,,,ok,,ip=151.101.67.42
2025-12-18T14:36:04.806380+00:00,2025-12-18T14:35:51.226336+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",http,True,390.2396769990446,,,,200,ok,,status_class=2xx;bytes=160733;redirects=0
2025-12-18T14:36:05.128825+00:00,2025-12-18T14:35:51.226336+00:00,github,github.com,https://github.com/,dev,ping,True,107.40173600000465,103.10284099978162,8.999858998322452,0.0,,ok,,min=101.40183000112302;max=117.70053699910932;samples=103.10;101.40;117.70
2025-12-18T14:36:05.151352+00:00,2025-12-18T14:35:51.226336+00:00,github,github.com,https://github.com/,dev,dns,True,22.416957001041737,,,,,ok,,ip=140.82.121.4
2025-12-18T14:36:05.627799+00:00,2025-12-18T14:35:51.226336+00:00,github,github.com,https://github.com/,dev,http,True,474.8000090003188,,,,200,ok,,status_class=2xx;bytes=562292;redirects=0
2025-12-18T14:36:05.771810+00:00,2025-12-18T14:35:51.226336+00:00,stack_overflow,stackoverflow.com,https://stackoverflow.com/,dev,ping,True,47.94341133310809,51.97047000001476,20.816526501221233,0.0,,ok,,min=34.0657269989606;max=57.79403700034891;samples=57.79;34.07;51.97
2025-12-18T14:36:05.792985+00:00,2025-12-18T14:35:51.226336+00:00,stack_overflow,stackoverflow.com,https://stackoverflow.com/,dev,dns,True,21.035965999544715,,,,,ok,,ip=198.252.206.1
2025-12-18T14:36:06.383447+00:00,2025-12-18T14:35:51.226336+00:00,stack_overflow,stackoverflow.com,https://stackoverflow.com/,dev,http,True,587.7502879993699,,,,200,ok,,status_class=2xx;bytes=424388;redirects=1
2025-12-18T14:36:06.524303+00:00,2025-12-18T14:35:51.226336+00:00,x_com,x.com,https://x.com/,"social,flaky_candidate",ping,True,46.88249499971183,51.95112900037202,8.497604000694992,0.0,,ok,,min=35.85057399868674;max=52.845782000076724;samples=35.85;51.95;52.85
2025-12-18T14:36:06.542363+00:00,2025-12-18T14:35:51.226336+00:00,x_com,x.com,https://x.com/,"social,flaky_candidate",dns,True,17.937896000148612,,,,,ok,,ip=172.66.0.227
2025-12-18T14:36:07.101849+00:00,2025-12-18T14:35:51.226336+00:00,x_com,x.com,https://x.com/,"social,flaky_candidate",http,True,557.6132290007081,,,,200,ok,,status_class=2xx;bytes=228317;redirects=0
2025-12-18T14:36:48.868533+00:00,2025-12-18T14:35:51.226336+00:00,discord,discord.com,https://discord.com/,"social,region_sensitive,firewall_test",ping,False,,,,100.0,,ping_dns_failure,ping: discord.com: Temporary failure in name resolution,min=None;max=None;samples=
2025-12-18T14:36:58.870118+00:00,2025-12-18T14:35:51.226336+00:00,discord,discord.com,https://discord.com/,"social,region_sensitive,firewall_test",dns,False,10001.45288800013,,,,,dns_temp_failure,[Errno -3] Temporary failure in name resolution,
2025-12-18T14:37:08.874921+00:00,2025-12-18T14:35:51.226336+00:00,discord,discord.com,https://discord.com/,"social,region_sensitive,firewall_test",http,False,10004.384853999,,,,,http_dns_error,"HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -3] Temporary failure in name resolution)""))",
2025-12-18T14:37:09.113579+00:00,2025-12-18T14:35:51.226336+00:00,instagram,www.instagram.com,https://www.instagram.com/,social,ping,True,79.47527466603788,73.17276299909281,18.05321950087091,0.0,,ok,,min=67.4397949987906;max=97.81326600023021;samples=97.81;67.44;73.17
2025-12-18T14:37:09.165131+00:00,2025-12-18T14:35:51.226336+00:00,instagram,www.instagram.com,https://www.instagram.com/,social,dns,True,51.42157199952635,,,,,ok,,ip=185.60.218.174
2025-12-18T14:37:09.743506+00:00,2025-12-18T14:35:51.226336+00:00,instagram,www.instagram.com,https://www.instagram.com/,social,http,True,576.6090520010039,,,,200,ok,,status_class=2xx;bytes=772973;redirects=0
2025-12-18T14:37:10.003565+00:00,2025-12-18T14:35:51.226336+00:00,tiktok,www.tiktok.com,https://www.tiktok.com/,"social,region_sensitive",ping,True,86.60464066633722,88.42167799957679,6.563451998772507,0.0,,ok,,min=82.22900600048888;max=89.16323799894599;samples=89.16;82.23;88.42
2025-12-18T14:37:10.043077+00:00,2025-12-18T14:35:51.226336+00:00,tiktok,www.tiktok.com,https://www.tiktok.com/,"social,region_sensitive",dns,True,39.3287330007297,,,,,ok,,ip=2.16.16.148
2025-12-18T14:37:10.406155+00:00,2025-12-18T14:35:51.226336+00:00,tiktok,www.tiktok.com,https://www.tiktok.com/,"social,region_sensitive",http,True,361.49791599927994,,,,200,ok,,status_class=2xx;bytes=1155;redirects=0
2025-12-18T14:37:46.315752+00:00,2025-12-18T14:37:41.286357+00:00,gateway,192.168.240.1,http://192.168.240.1/,"gateway,wifi_path,baseline",ping,False,,,,100.0,,ping_unknown_error,ping exited with code 1,min=None;max=None;samples=
2025-12-18T14:37:46.626007+00:00,2025-12-18T14:37:41.286357+00:00,google,www.google.com,https://www.google.com/generate_204,"baseline,public_web",ping,True,61.980722800581134,63.31642200166243,9.154239251074614,0.0,,ok,,min=53.8734130004741;max=74.22369400046591;samples=74.22;55.18;63.32;63.31;53.87
2025-12-18T14:37:46.647093+00:00,2025-12-18T14:37:41.286357+00:00,google,www.google.com,https://www.google.com/generate_204,"baseline,public_web",dns,True,20.911129000523943,,,,,ok,,ip=142.251.38.228
2025-12-18T14:37:46.839898+00:00,2025-12-18T14:37:41.286357+00:00,google,www.google.com,https://www.google.com/generate_204,"baseline,public_web",http,True,190.53689199972723,,,,204,ok,,status_class=2xx;bytes=0;redirects=0
2025-12-18T14:37:46.921926+00:00,2025-12-18T14:37:41.286357+00:00,cloudflare,1.1.1.1,https://1.1.1.1/,"baseline,public_dns",ping,True,16.34895559946017,16.669494998495793,0.5584077493949735,0.0,,ok,,min=15.673865000280784;max=16.91186599964567;samples=16.91;15.67;16.04;16.45;16.67
2025-12-18T14:37:47.199914+00:00,2025-12-18T14:37:41.286357+00:00,cloudflare,1.1.1.1,https://1.1.1.1/,"baseline,public_dns",http,True,274.84146599999804,,,,200,ok,,status_class=2xx;bytes=56614;redirects=1
2025-12-18T14:37:47.418577+00:00,2025-12-18T14:37:41.286357+00:00,bocconi_www,www.unibocconi.it,https://www.unibocconi.it/en/,"bocconi,university",ping,True,72.82327000029909,67.34955399952014,35.35352550170501,0.0,,ok,,min=54.72796899994137;max=96.39228700143576;samples=67.35;96.39;54.73
2025-12-18T14:37:47.449784+00:00,2025-12-18T14:37:41.286357+00:00,bocconi_www,www.unibocconi.it,https://www.unibocconi.it/en/,"bocconi,university",dns,True,31.04555499885464,,,,,ok,,ip=108.157.52.110
2025-12-18T14:37:47.900444+00:00,2025-12-18T14:37:41.286357+00:00,bocconi_www,www.unibocconi.it,https://www.unibocconi.it/en/,"bocconi,university",http,True,448.6578190008004,,,,200,ok,,status_class=2xx;bytes=227182;redirects=1
2025-12-18T14:37:48.266912+00:00,2025-12-18T14:37:41.286357+00:00,zoom,zoom.us,https://zoom.us/,video_call,ping,True,122.0703913319691,122.13290899853746,8.316049999848474,0.0,,ok,,min=116.52635799873678;max=127.55190699863306;samples=127.55;116.53;122.13
2025-12-18T14:37:48.316818+00:00,2025-12-18T14:37:41.286357+00:00,zoom,zoom.us,https://zoom.us/,video_call,dns,True,49.79898900091939,,,,,ok,,ip=170.114.52.2
2025-12-18T14:37:49.080580+00:00,2025-12-18T14:37:41.286357+00:00,zoom,zoom.us,https://zoom.us/,video_call,http,True,760.6878400001733,,,,200,ok,,status_class=2xx;bytes=473628;redirects=1
2025-12-18T14:37:49.220637+00:00,2025-12-18T14:37:41.286357+00:00,teams,teams.microsoft.com,https://teams.microsoft.com/,video_call,ping,True,46.62265999892649,49.339347999193706,10.680865499125503,0.0,,ok,,min=36.78539499924227;max=53.74323699834349;samples=36.79;53.74;49.34
2025-12-18T14:37:49.251196+00:00,2025-12-18T14:37:41.286357+00:00,teams,teams.microsoft.com,https://teams.microsoft.com/,video_call,dns,True,30.451796999841463,,,,,ok,,ip=52.123.128.14
2025-12-18T14:37:49.848599+00:00,2025-12-18T14:37:41.286357+00:00,teams,teams.microsoft.com,https://teams.microsoft.com/,video_call,http,True,597.205087000475,,,,200,ok,,status_class=2xx;bytes=231138;redirects=3
2025-12-18T14:37:50.055003+00:00,2025-12-18T14:37:41.286357+00:00,meet,meet.google.com,https://meet.google.com/,video_call,ping,True,68.72552066670323,73.16171099955682,22.90641250056069,0.0,,ok,,min=53.45457899966277;max=79.56027200089011;samples=73.16;53.45;79.56
2025-12-18T14:37:50.073370+00:00,2025-12-18T14:37:41.286357+00:00,meet,meet.google.com,https://meet.google.com/,video_call,dns,True,18.231054000352742,,,,,ok,,ip=216.58.212.46
2025-12-18T14:37:50.331149+00:00,2025-12-18T14:37:41.286357+00:00,meet,meet.google.com,https://meet.google.com/,video_call,http,True,256.07766100074514,,,,200,ok,,status_class=2xx;bytes=4157;redirects=0
2025-12-18T14:37:50.554354+00:00,2025-12-18T14:37:41.286357+00:00,youtube,www.youtube.com,https://www.youtube.com/,"streaming,video",ping,True,74.33338533337519,56.34103100055654,31.07780900063517,0.0,,ok,,min=53.61484599961841;max=113.04427899995062;samples=56.34;53.61;113.04
2025-12-18T14:37:50.576011+00:00,2025-12-18T14:37:41.286357+00:00,youtube,www.youtube.com,https://www.youtube.com/,"streaming,video",dns,True,21.530272000745754,,,,,ok,,ip=216.58.212.14
2025-12-18T14:37:51.101385+00:00,2025-12-18T14:37:41.286357+00:00,youtube,www.youtube.com,https://www.youtube.com/,"streaming,video",http,True,523.1518170003255,,,,200,ok,,status_class=2xx;bytes=690090;redirects=0
2025-12-18T14:37:51.121561+00:00,2025-12-18T14:37:41.286357+00:00,netflix,www.netflix.com,https://www.netflix.com/,"streaming,video",dns,True,20.036337000419735,,,,,ok,,ip=54.155.246.232
2025-12-18T14:37:53.500465+00:00,2025-12-18T14:37:41.286357+00:00,netflix,www.netflix.com,https://www.netflix.com/,"streaming,video",http,True,1558.3105000005162,,,,200,ok,,status_class=2xx;bytes=3070141;redirects=1
2025-12-18T14:37:53.745184+00:00,2025-12-18T14:37:41.286357+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",ping,True,81.49689266610949,69.52797199846827,20.882612999230332,0.0,,ok,,min=66.59874000069976;max=108.36396599916043;samples=108.36;69.53;66.60
2025-12-18T14:37:53.763004+00:00,2025-12-18T14:37:41.286357+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",dns,True,17.71327599999495,,,,,ok,,ip=151.101.67.42
2025-12-18T14:37:54.202758+00:00,2025-12-18T14:37:41.286357+00:00,spotify,open.spotify.com,https://open.spotify.com/,"streaming,audio",http,True,437.89783700049156,,,,200,ok,,status_class=2xx;bytes=160733;redirects=0
